frame,categories,machine learning,computer graphics,web development,algebra,calculus,statistics,economics,marketing,commerce,kinematics,electromagnetism,thermodynamics,geology,cartography,meteorology,genetics,biochemistry,ecology
101,"['commerce', 'machine learning', 'cartography']",0.18330939,0.10923483,0.0067164353,0.017534116,0.0076595037,0.0058998023,0.08867932,0.0037185822,0.32947987,0.011023144,0.011949088,0.06881999,0.0009134321,0.120228924,0.004894104,0.0052537527,0.0019769855,0.022708714
102,"['electromagnetism', 'kinematics', 'thermodynamics']",0.054225672,0.04570093,0.040676568,0.020800775,0.021741474,0.0029085358,0.005885083,0.008840573,0.020719128,0.10866135,0.5048976,0.056491703,0.015653914,0.049761225,0.019709522,0.0024362523,0.017061042,0.0038285982
103,"['electromagnetism', 'cartography', 'kinematics']",0.04050518,0.011860546,0.025613675,0.009260182,0.015094278,0.002641957,0.0023296028,0.030147487,0.0041767736,0.061595492,0.4572234,0.03271418,0.054052323,0.18899825,0.05528466,0.001856606,0.003927287,0.0027181534
104,"['electromagnetism', 'cartography', 'kinematics']",0.039215393,0.038984057,0.023479104,0.012636468,0.017304316,0.005068162,0.0062446683,0.04497525,0.015757533,0.13916384,0.36477774,0.043269027,0.01777794,0.15063737,0.059043467,0.0038022548,0.011990009,0.005873388
105,"['electromagnetism', 'cartography', 'kinematics']",0.06358988,0.06838352,0.027569901,0.013126443,0.027058577,0.010360349,0.018983914,0.05574853,0.039847147,0.12976566,0.22724248,0.069171794,0.015627362,0.13727412,0.03108281,0.009310812,0.04491943,0.010937263
106,"['electromagnetism', 'cartography', 'kinematics']",0.029548889,0.055508565,0.039156295,0.0135576045,0.04165575,0.009313572,0.0060846987,0.017285194,0.055169117,0.14144361,0.21284941,0.03341138,0.008726775,0.14679053,0.030190825,0.04394667,0.101601295,0.013759842
107,"['cartography', 'electromagnetism', 'commerce']",0.025057357,0.035957072,0.036066905,0.012005327,0.030871967,0.009702592,0.030457236,0.029351003,0.16608538,0.0833133,0.17210661,0.06688235,0.025720753,0.18654115,0.019392245,0.0055533433,0.04073468,0.024200693
108,"['cartography', 'electromagnetism', 'biochemistry']",0.02741035,0.052413773,0.037371017,0.017339438,0.040631365,0.015594105,0.014871402,0.016718006,0.067551136,0.085382216,0.1343871,0.033858955,0.01958455,0.24600598,0.012137128,0.03543525,0.12147371,0.021834522
109,"['electromagnetism', 'cartography', 'biochemistry']",0.04212731,0.032325767,0.027191136,0.015589112,0.032556195,0.018258678,0.008217361,0.035987448,0.037830226,0.07927231,0.16619651,0.081463136,0.027502267,0.1587126,0.030322742,0.034546927,0.15421084,0.017689392
110,"['electromagnetism', 'cartography', 'kinematics']",0.02818964,0.024853367,0.026468286,0.026399918,0.036967896,0.008307277,0.022830628,0.023077287,0.062208217,0.11903852,0.2674125,0.047901828,0.038631633,0.13974735,0.012949186,0.012932772,0.08069235,0.021391295
111,"['cartography', 'web development', 'machine learning']",0.10698487,0.035365228,0.10936497,0.046308305,0.050428618,0.0041853604,0.037798982,0.07459522,0.10408246,0.04770162,0.01919619,0.04419545,0.04353168,0.1886229,0.05134943,0.014516684,0.01225308,0.009518985
112,"['web development', 'machine learning', 'commerce']",0.11730243,0.05140825,0.16112067,0.0315217,0.03597434,0.006177452,0.02606053,0.0931011,0.103166014,0.035161577,0.07715599,0.089244775,0.019627897,0.084905915,0.029364144,0.017635154,0.010885922,0.010186062
113,"['computer graphics', 'machine learning', 'cartography']",0.118490644,0.53029126,0.0056813383,0.02459562,0.007468106,0.0030252305,0.009672635,0.0028269982,0.036889385,0.043426625,0.042211927,0.052801102,0.0014979664,0.059439637,0.007494376,0.01641058,0.024320481,0.013456047
114,"['machine learning', 'cartography', 'commerce']",0.27196512,0.114999235,0.009232323,0.009904232,0.003214918,0.0055010025,0.056000743,0.004790424,0.14326115,0.009082412,0.011694324,0.07159803,0.0010804425,0.20635195,0.011952778,0.0061783874,0.001488554,0.061703943
115,"['cartography', 'commerce', 'machine learning']",0.1700267,0.150219,0.02106769,0.005953068,0.002790599,0.0044077304,0.029047944,0.0040598176,0.20207313,0.01366515,0.015533867,0.06015792,0.0011633745,0.27276635,0.011575849,0.0028200278,0.0025595087,0.03011224
116,"['cartography', 'commerce', 'computer graphics']",0.13212885,0.15683778,0.025694938,0.0055381176,0.0029961902,0.005528049,0.029714692,0.0039228913,0.19841209,0.012555143,0.017813442,0.05779013,0.0014502093,0.30533245,0.010385516,0.0038167501,0.0026103992,0.027472425
117,"['cartography', 'commerce', 'computer graphics']",0.13016702,0.16678047,0.024902683,0.0056349533,0.0030443957,0.0052201943,0.028028548,0.003672326,0.18887496,0.013956355,0.01943044,0.06333715,0.0016011596,0.29919392,0.010740234,0.0039630667,0.0031388192,0.028313268
118,"['cartography', 'commerce', 'computer graphics']",0.13233139,0.15946692,0.025441693,0.0054354677,0.003032642,0.0057066735,0.027283138,0.003928822,0.18133014,0.013226496,0.019244218,0.06174992,0.0015529185,0.3142716,0.0102573205,0.0038156658,0.0029693546,0.028955633
119,"['cartography', 'computer graphics', 'commerce']",0.14653315,0.19038798,0.014758803,0.008989685,0.0052465876,0.0040231515,0.035507318,0.003094935,0.1616927,0.01811027,0.028797623,0.09260876,0.003152614,0.22973102,0.012905923,0.0042520836,0.0078849895,0.032322384
