frame,categories,machine learning,computer graphics,web development,algebra,calculus,statistics,economics,marketing,commerce,kinematics,electromagnetism,thermodynamics,geology,cartography,meteorology,genetics,biochemistry,ecology
97,"['computer graphics', 'machine learning', 'kinematics']",0.17060952,0.339712,9.292705e-05,0.045365956,0.03641289,0.004275609,0.0044095055,3.1922238e-05,0.0010312278,0.1623877,0.14986274,0.067950815,0.00070715713,0.0008060906,0.0029340829,0.007325473,0.0052916394,0.0007927447
98,"['machine learning', 'kinematics', 'computer graphics']",0.27145034,0.12250801,0.00013334292,0.102753036,0.053108357,0.013533211,0.005028387,3.699947e-05,0.0003549861,0.24077164,0.11979617,0.059870534,0.00042760573,0.0008649562,0.0017923729,0.0031326176,0.0034227695,0.0010146115
99,"['machine learning', 'kinematics', 'computer graphics']",0.33595356,0.16457826,0.00021722348,0.053267617,0.03636314,0.016207824,0.0043367664,4.2746928e-05,0.0004122366,0.18230255,0.1308149,0.06025464,0.0006969033,0.0013195724,0.0029508139,0.004673341,0.0037563024,0.001851665
100,"['kinematics', 'machine learning', 'computer graphics']",0.18416567,0.15851624,0.00018079321,0.12500718,0.103338115,0.009940882,0.0041641886,6.672942e-05,0.00090380054,0.18659262,0.11646018,0.09954947,0.00019784686,0.00094461476,0.0026579534,0.0023678232,0.004091286,0.0008547241
101,"['computer graphics', 'machine learning', 'electromagnetism']",0.15298153,0.42255673,7.8982834e-05,0.045324102,0.03336792,0.0032745486,0.0030375274,2.3597679e-05,0.00076830026,0.13208702,0.13381006,0.059068237,0.0005164631,0.00073602726,0.002236057,0.0058905743,0.0036894067,0.00055293326
102,"['computer graphics', 'machine learning', 'kinematics']",0.17697668,0.18916555,0.000162451,0.113781266,0.09270098,0.007414837,0.0037704716,6.126041e-05,0.00074686995,0.1674163,0.14720038,0.08915442,0.00023661426,0.0008562383,0.0022940934,0.0030989272,0.0041920645,0.00077058986
103,"['machine learning', 'kinematics', 'computer graphics']",0.62423354,0.08842528,0.0012295275,0.030624952,0.016057985,0.01431838,0.0009728441,8.792229e-05,0.0010443267,0.14312407,0.05425926,0.01766668,7.385887e-05,0.0013580432,0.00084733614,0.0024271458,0.002206694,0.0010422193
104,"['machine learning', 'kinematics', 'electromagnetism']",0.57567286,0.08806098,0.0010807714,0.018671928,0.011078885,0.007214849,0.00045955,6.533413e-05,0.0008496723,0.14671546,0.11222983,0.030999694,7.2839626e-05,0.0011000758,0.0006188936,0.001839138,0.0023149059,0.00095433067
105,"['machine learning', 'kinematics', 'computer graphics']",0.5807363,0.09599294,0.002460153,0.020503318,0.012270327,0.0264074,0.0013935716,0.0001540778,0.0016784883,0.17269619,0.04153706,0.031011185,8.364611e-05,0.0030498025,0.00059679186,0.004895268,0.003048936,0.0014846012
106,"['machine learning', 'kinematics', 'computer graphics']",0.5665861,0.0924325,0.0006434325,0.034813516,0.020026375,0.01595278,0.00095739047,7.759483e-05,0.0008060637,0.17167939,0.064907864,0.02240218,0.00010063432,0.0013543256,0.0005840334,0.0034734707,0.0024113227,0.0007909872
107,"['machine learning', 'kinematics', 'computer graphics']",0.6071531,0.10951986,0.0014580834,0.030446578,0.019247519,0.029096304,0.0015782369,0.00012323217,0.0014262154,0.13394873,0.040410627,0.014607732,0.00012512003,0.0022632524,0.0013635415,0.0037893818,0.0023436896,0.0010987901
108,"['machine learning', 'computer graphics', 'kinematics']",0.70394903,0.11291781,0.0013780817,0.022956008,0.012702854,0.009188855,0.0007334701,0.00011957937,0.000869666,0.086694084,0.029474525,0.013430586,5.70642e-05,0.0014766904,0.0006165867,0.0018233163,0.0009806737,0.0006310498
109,"['machine learning', 'kinematics', 'computer graphics']",0.6463429,0.08331621,0.0019846857,0.028636672,0.01570864,0.044887554,0.0020201933,0.00016098238,0.0014449736,0.12788957,0.019701133,0.015723148,0.00011921737,0.00332243,0.00088100974,0.0043225093,0.002366485,0.001171732
110,"['machine learning', 'kinematics', 'computer graphics']",0.29551134,0.12905675,0.00019390615,0.06255757,0.045222286,0.017004577,0.00377973,3.8602928e-05,0.00033955276,0.2495361,0.117517814,0.06530916,0.00064561394,0.0010806308,0.0027740898,0.0040896074,0.0036851582,0.0016575275
111,"['machine learning', 'kinematics', 'electromagnetism']",0.22863881,0.12003255,0.00016154737,0.11976933,0.10091245,0.010031959,0.0040748664,7.070822e-05,0.0008173269,0.17574604,0.12087549,0.10816006,0.00019917455,0.00082195597,0.0026437084,0.0022953784,0.0038863074,0.0008622523
112,"['computer graphics', 'machine learning', 'electromagnetism']",0.25551736,0.3092073,8.770071e-05,0.036826357,0.027246866,0.003939978,0.002635753,3.2709853e-05,0.0007074805,0.1424169,0.14382134,0.062969945,0.0005220048,0.0007806607,0.0025157728,0.0065221577,0.00363719,0.00061247416
113,"['machine learning', 'kinematics', 'computer graphics']",0.23662008,0.16802832,0.0002936843,0.09592005,0.08521223,0.008275464,0.0030440073,9.463963e-05,0.0011125425,0.2116248,0.10411984,0.07579627,0.00016181584,0.00088847097,0.002511293,0.0021260933,0.0033669353,0.0008035842
114,"['kinematics', 'computer graphics', 'electromagnetism']",0.13001727,0.14687824,0.00017670097,0.056246307,0.055728495,0.0041849897,0.0020906788,6.479509e-05,0.00038706802,0.3595408,0.1454678,0.08685699,0.0002795993,0.0013534994,0.005195564,0.0011600634,0.0035617885,0.0008093916
115,"['kinematics', 'computer graphics', 'electromagnetism']",0.14249004,0.14790672,0.00018019137,0.065199,0.06253502,0.0037101742,0.0025011143,6.8457666e-05,0.00042524762,0.31829885,0.1448922,0.09998654,0.00028971944,0.0011894219,0.0050714095,0.001026984,0.0034247006,0.00080427673
116,"['kinematics', 'computer graphics', 'electromagnetism']",0.1430441,0.14788717,0.00017998929,0.065292925,0.06255825,0.0037114462,0.0025085947,6.851066e-05,0.0004248525,0.31699908,0.14526623,0.10024694,0.00029060035,0.0011900271,0.0050749485,0.0010282771,0.0034220736,0.0008059917
117,"['kinematics', 'electromagnetism', 'computer graphics']",0.14602874,0.14811067,0.00019485767,0.058542803,0.055523712,0.003413897,0.0021838606,6.562591e-05,0.0004238188,0.3207748,0.15250328,0.10117219,0.00026494754,0.001216905,0.004729838,0.0009924098,0.0030839578,0.0007737273
118,"['kinematics', 'electromagnetism', 'computer graphics']",0.14544342,0.14993441,0.00019601971,0.058675196,0.05559676,0.003383406,0.0021817803,6.5493274e-05,0.0004279986,0.31959754,0.15235946,0.10111225,0.0002645548,0.0012175117,0.0047053387,0.0009935752,0.0030736302,0.0007716026
119,"['kinematics', 'electromagnetism', 'computer graphics']",0.14534491,0.14863424,0.00020108302,0.055806667,0.053123776,0.003352608,0.0020651156,6.45256e-05,0.0004218148,0.3256101,0.1530634,0.10131896,0.0002594976,0.0012389459,0.004675653,0.0009864615,0.003059276,0.0007729677
